"","location","size","wealth","gender","age","education"
"10101",10,6,2,1,55,1
"10102",10,4,1,2,34,0
"10103",10,5,1,2,15,1
"10104",10,3,2,1,5,0
"10105",10,4,1,1,21,2
"10106",10,8,4,2,50,1
"10107",10,6,1,2,23,1
"10108",10,4,3,2,22,1
"10109",10,4,1,1,20,1
"10110",10,5,4,2,30,1
"10111",10,8,2,2,70,0
"10112",10,5,2,1,18,1
"10115",10,3,2,2,39,0
"10116",10,8,2,2,46,1
"10117",10,7,3,2,33,1
"10118",10,4,1,2,70,0
"10119",10,8,3,2,60,0
"10120",10,12,2,2,33,1
"10121",8,3,2,2,21,1
"10122",8,6,3,2,28,0
"10124",8,8,3,2,25,1
"10125",8,7,2,2,30,0
"10127",8,9,2,2,22,2
"10128",8,6,2,2,26,0
"10129",8,10,2,1,26,0
"10130",8,3,1,1,42,0
"10131",8,6,2,2,28,0
"10132",8,4,2,1,3,0
"10133",8,7,2,2,25,2
"10134",8,4,2,2,28,0
"10135",8,4,3,1,20,2
"10136",8,8,2,2,53,0
"10137",8,5,2,2,16,1
"10138",8,2,1,1,23,2
"10139",8,2,3,1,25,2
"10140",8,9,1,2,25,0
"10141",8,3,2,2,25,0
"10142",8,4,2,2,21,0
"10143",8,9,1,2,37,0
"10144",8,9,2,2,36,0
"10145",8,5,1,2,25,0
"10146",8,13,3,2,30,0
"10147",8,5,2,2,30,0
"10148",8,10,2,2,35,0
"10149",2,4,1,1,52,0
"10150",2,7,3,2,30,0
"10151",2,4,3,2,13,3
"10152",2,3,2,2,48,0
"10153",2,3,1,1,3,0
"10154",2,6,2,2,48,0
"10155",2,4,2,2,18,0
"10156",2,3,1,2,9,0
"10158",2,8,3,2,57,0
"10159",2,7,1,2,37,1
"10160",2,3,4,2,9,0
"10161",2,9,2,2,36,0
"10162",2,10,3,2,52,0
"10163",2,4,3,2,25,2
"10164",2,5,3,1,16,1
"10165",2,6,2,2,44,0
"10166",2,4,3,2,16,2
"10167",2,4,2,2,12,0
"10168",2,9,4,1,16,1
"10169",2,6,2,1,46,0
"10170",2,6,3,1,38,2
"10171",2,4,2,2,58,0
"10172",2,5,4,1,46,2
"10173",2,6,2,2,32,0
"10174",2,5,3,2,28,0
"10175",2,7,3,2,54,0
"10176",2,4,2,2,6,0
"10177",2,7,3,2,54,0
"10178",2,4,2,2,29,0
"10179",12,4,2,2,20,1
"10180",12,3,3,1,52,2
"10181",12,6,1,2,18,1
"10182",12,7,2,2,37,2
"10183",12,5,1,2,21,3
"10184",12,5,3,2,34,0
"10185",12,4,3,2,45,1
"10186",12,3,1,2,6,0
"10187",12,13,3,2,29,1
"10188",12,9,2,2,43,1
"10189",12,3,1,1,23,2
"10190",12,3,2,1,20,1
"10191",12,2,1,2,26,0
"10192",12,7,1,2,44,0
"10193",12,5,1,2,20,1
"10194",12,6,3,2,38,2
"10195",12,6,1,2,29,1
"10197",12,3,1,1,4,0
"10198",12,7,2,2,37,1
"10199",12,5,2,2,39,1
"10200",12,6,2,2,59,0
"10201",12,17,1,2,52,0
"10202",12,4,1,1,21,2
"10203",12,2,1,1,0,0
"10204",12,7,1,1,11,0
"10205",12,7,2,2,30,0
"10206",12,4,1,2,26,2
"10207",12,6,1,1,11,1
"10208",12,8,1,2,42,0
"10210",9,3,1,1,49,0
"10211",9,5,1,2,24,1
"10212",9,3,1,1,7,0
"10213",9,5,1,1,33,2
"10214",9,7,1,2,31,0
"10215",9,3,1,2,42,0
"10216",9,4,1,2,20,0
"10217",9,4,1,2,25,0
"10219",9,5,1,2,52,0
"10220",9,2,1,1,5,0
"10221",9,5,1,2,23,0
"10222",9,6,1,2,32,0
"10223",9,5,1,1,64,0
"10224",9,6,2,2,24,0
"10225",9,7,1,2,30,0
"10226",9,2,1,1,24,0
"10227",9,5,1,2,11,0
"10228",9,6,1,2,27,0
"10230",9,5,1,2,40,0
"10231",9,2,1,1,39,0
"10232",9,7,1,2,0,0
"10233",9,5,1,2,27,0
"10234",9,3,1,1,40,1
"10236",9,6,2,1,27,1
"10238",9,2,1,2,52,0
"10239",9,6,1,2,48,0
"10240",7,6,2,1,64,0
"10241",7,6,2,1,52,0
"10242",7,3,1,1,33,2
"10243",7,9,3,2,37,0
"10244",7,2,2,1,31,2
"10245",7,5,1,2,25,0
"10246",7,2,1,1,33,0
"10247",7,4,3,2,38,2
"10248",7,4,1,1,40,2
"10249",7,4,2,1,27,1
"10250",7,3,2,2,31,0
"10251",7,2,2,2,28,0
"10252",7,8,2,2,27,1
"10253",7,3,1,1,3,0
"10254",7,2,1,1,29,1
"10255",7,2,1,1,16,1
"10256",7,5,2,2,36,0
"10257",7,3,1,2,21,1
"10258",7,3,1,1,20,2
"10259",7,5,2,2,45,0
"10260",7,4,1,2,37,1
"10261",7,4,2,2,26,0
"10262",7,5,1,2,26,1
"10263",7,9,3,2,24,1
"10264",7,5,1,2,70,0
"10265",7,4,1,1,49,0
"10266",7,6,1,2,35,1
"10267",7,2,2,1,32,2
"10268",7,5,1,2,34,0
"10269",7,5,2,1,41,0
"10270",15,4,1,2,39,0
"10271",15,4,1,1,8,0
"10273",15,6,1,1,11,1
"10274",15,4,1,1,34,2
"10275",15,9,1,1,61,2
"10277",15,3,1,1,20,0
"10278",15,5,1,1,35,2
"10279",15,4,2,1,54,2
"10280",15,2,2,2,64,2
"10281",15,11,2,1,39,1
"10282",15,4,1,1,58,1
"10283",15,3,1,1,20,2
"10284",15,11,2,2,53,0
"10285",15,7,1,1,52,1
"10286",15,6,1,1,52,0
"10287",15,7,1,1,30,2
"10288",15,3,2,2,35,1
"10289",15,3,2,2,56,0
"10290",15,10,1,2,21,1
"10291",15,8,1,2,52,1
"10292",15,10,3,2,44,1
"10293",15,4,1,2,32,0
"10294",15,4,1,2,19,1
"10295",15,5,1,2,17,2
"10296",15,8,1,2,37,0
"10297",15,3,2,2,41,0
"10298",15,4,1,1,9,0
"10299",15,4,1,2,17,1
"10300",2,5,1,2,24,0
"10301",2,7,1,1,30,0
"10302",2,7,1,1,53,0
"10303",2,5,1,1,34,1
"10304",2,5,1,2,45,0
"10305",2,2,1,2,8,0
"10306",2,2,2,2,68,0
"10307",2,6,2,1,87,0
"10308",2,5,1,1,8,0
"10309",2,8,1,2,60,0
"10310",2,3,1,2,5,0
"10311",2,5,1,2,34,0
"10312",2,5,1,1,10,0
"10313",2,6,1,2,30,0
"10314",2,7,1,1,10,0
"10315",2,3,1,2,34,1
"10316",2,2,2,2,89,0
"10317",2,3,1,1,17,0
"10318",2,8,2,1,11,0
"10319",2,3,1,1,11,0
"10320",2,7,2,1,54,0
"10321",2,5,2,2,25,0
"10322",2,3,1,2,18,0
"10323",2,6,1,2,25,0
"10324",2,6,1,2,26,0
"10325",2,5,2,1,72,0
"10327",2,2,1,2,52,0
"10328",2,4,2,1,41,0
"10329",2,5,1,2,30,0
"10330",10,6,3,1,29,1
"10332",10,2,3,1,21,1
"10333",10,4,3,2,42,0
"10334",10,4,3,2,10,0
"10335",10,2,3,2,22,1
"10336",10,6,1,2,52,0
"10337",10,6,2,2,35,0
"10338",10,5,3,1,15,1
"10339",10,6,1,2,30,1
"10342",10,4,3,1,15,1
"10344",10,3,3,2,40,0
"10347",10,4,4,2,24,0
"10349",10,7,1,1,32,1
"10350",10,2,1,2,77,0
"10351",10,2,1,2,5,0
"10352",10,4,3,2,36,0
"10353",8,8,1,2,20,0
"10354",8,6,1,2,30,0
"10355",8,7,2,2,32,0
"10356",8,2,1,1,75,0
"10357",8,9,3,2,30,0
"10358",8,7,2,2,65,0
"10359",8,5,3,2,30,0
"10360",8,3,1,2,52,0
"10361",8,4,1,1,8,1
"10362",8,3,1,2,28,1
"10363",8,6,1,2,26,0
"10364",8,5,2,1,37,2
"10365",8,8,3,2,25,0
"10366",8,5,1,2,51,0
"10367",8,3,2,2,53,0
"10368",8,5,1,2,25,0
"10369",8,7,1,2,33,0
"10370",8,5,1,2,44,0
"10371",8,9,2,2,33,0
"10372",8,7,1,2,53,0
"10373",8,7,3,2,27,0
"10374",8,7,2,2,65,0
"10375",8,2,2,2,65,0
"10376",8,5,2,2,58,0
"10377",8,2,1,1,48,0
"10378",8,4,1,2,12,1
"10379",8,2,1,1,25,1
"10380",8,8,2,2,24,0
"10381",8,8,2,2,38,0
"10382",8,9,1,2,40,2
"10383",10,6,3,2,43,0
"10384",10,7,2,2,35,0
"10385",10,16,2,1,48,2
"10386",10,3,3,2,35,0
"10387",10,10,2,2,24,2
"10388",10,7,2,1,53,2
"10389",10,3,2,1,5,0
"10390",10,3,1,2,65,0
"10391",10,2,2,2,25,2
"10392",10,14,2,2,50,2
"10393",10,3,1,2,3,0
"10394",10,5,2,2,44,0
"10395",10,5,3,2,26,2
"10396",10,7,4,1,37,2
"10397",10,5,1,2,33,1
"10398",10,8,3,2,44,2
"10399",10,2,3,1,24,2
"10400",10,7,2,1,18,2
"10401",10,7,3,1,36,2
"10402",10,13,2,2,60,0
"10403",10,5,3,1,20,1
"10404",10,5,2,2,28,2
"10405",10,6,1,2,20,2
"10406",10,4,3,2,40,2
"10407",10,4,3,2,13,1
"10408",10,10,2,2,37,1
"10409",10,6,2,2,55,0
"10410",10,2,2,2,18,2
"10411",10,7,4,1,50,3
"10412",13,8,1,2,40,0
"10413",13,6,1,2,27,0
"10414",13,5,1,2,51,0
"10415",13,4,1,1,2,0
"10416",13,7,1,2,50,0
"10417",13,4,1,2,24,0
"10418",13,3,4,2,50,0
"10419",13,3,2,1,12,1
"10420",13,6,1,2,36,0
"10421",13,2,1,2,12,0
"10422",13,3,1,2,68,0
"10423",13,4,3,2,32,1
"10425",13,4,1,2,42,0
"10426",13,6,1,2,65,0
"10427",13,3,2,2,22,1
"10428",13,3,1,2,11,0
"10429",13,6,2,2,28,0
"10430",13,3,1,2,3,0
"10431",13,4,2,2,39,0
"10432",13,5,1,2,23,0
"10435",13,2,1,2,20,2
"10436",13,4,1,2,23,1
"10437",13,6,1,2,43,0
"10438",13,3,1,1,25,2
"10439",13,4,1,2,20,1
"10440",13,7,2,2,60,0
"10441",13,4,2,1,4,0
"10442",13,5,1,2,42,0
"10443",10,5,3,2,33,2
"10444",10,4,2,1,5,1
"10445",10,4,2,1,58,2
"10446",10,5,3,1,21,2
"10448",10,6,2,2,37,2
"10449",10,2,1,1,19,2
"10450",10,5,2,1,55,0
"10451",10,3,2,2,40,0
"10452",10,3,4,2,23,2
"10453",10,7,2,2,35,0
"10454",10,3,3,2,4,0
"10455",10,7,2,1,32,2
"10456",10,5,3,2,25,0
"10457",10,4,1,1,10,1
"10458",10,6,4,2,39,0
"10459",10,4,4,2,40,0
"10460",10,3,3,2,24,3
"10461",10,4,1,2,5,0
"10463",10,12,5,1,26,2
"10464",10,8,4,2,44,1
"10465",10,3,2,2,19,0
"10466",10,8,2,2,43,0
"10467",10,3,5,1,19,2
"10468",10,4,5,1,12,1
"10469",10,4,3,2,10,1
"10470",10,7,4,2,47,2
"10471",10,9,3,2,48,2
"10472",10,12,4,2,38,0
"10474",2,6,4,1,27,2
"10475",2,8,3,2,33,1
"10476",2,4,4,2,18,2
"10478",2,4,3,2,25,0
"10479",2,7,2,2,57,0
"10480",2,5,2,2,13,1
"10481",2,5,3,1,42,3
"10482",2,2,4,1,25,2
"10483",2,6,2,2,29,0
"10485",2,2,3,1,7,0
"10486",2,7,4,2,26,0
"10487",2,3,3,1,49,3
"10488",2,8,2,2,3,0
"10489",2,2,2,1,15,2
"10490",2,4,3,2,22,1
"10491",2,5,3,1,5,0
"10492",2,3,2,2,16,0
"10493",2,8,3,1,40,2
"10495",2,5,3,1,39,2
"10496",2,5,2,1,18,2
"10497",2,4,2,2,14,1
"10498",2,8,1,1,59,2
"10499",2,2,3,1,4,0
"10501",2,3,1,2,60,0
"10502",15,5,1,2,30,0
"10503",15,6,1,1,37,2
"10504",15,9,1,2,29,0
"10505",15,4,1,2,65,0
"10506",15,4,1,1,60,0
"10507",15,5,1,2,29,1
"10508",15,3,1,2,22,0
"10509",15,2,1,1,5,0
"10510",15,6,1,2,51,0
"10511",15,7,1,2,57,0
"10512",15,8,1,2,50,0
"10513",15,8,2,1,44,2
"10514",15,4,1,2,25,0
"10515",15,2,1,2,58,0
"10516",15,3,1,2,20,1
"10517",15,8,1,2,50,1
"10518",15,7,1,2,21,0
"10519",15,3,1,2,43,1
"10521",15,2,1,2,18,0
"10522",15,11,1,2,52,0
"10523",15,8,1,2,19,1
"10524",15,10,1,2,31,0
"10525",15,5,1,2,24,0
"10526",15,2,1,2,57,0
"10527",15,5,2,2,38,2
"10528",14,4,2,2,7,1
"10529",14,3,2,2,50,0
"10530",14,6,3,2,27,0
"10531",14,5,2,2,37,1
"10532",14,4,1,2,20,1
"10533",14,7,1,2,50,0
"10534",14,6,2,1,52,2
"10535",14,8,1,2,17,1
"10536",14,5,1,2,10,1
"10537",14,9,2,1,73,1
"10538",14,6,1,2,51,0
"10539",14,2,2,2,80,0
"10540",14,9,3,2,26,0
"10541",14,7,2,2,41,0
"10542",14,8,2,2,44,0
"10543",14,6,1,2,30,1
"10544",14,8,1,2,32,0
"10545",14,5,1,2,46,2
"10546",14,8,3,2,40,0
"10547",14,9,2,2,26,0
"10548",14,4,1,2,13,1
"10549",14,4,3,2,58,0
"10550",14,3,1,2,6,0
"10551",14,5,1,1,4,0
"10552",14,2,1,1,75,0
"10553",14,7,2,2,50,0
"10554",14,8,2,2,44,1
"10555",14,7,2,2,22,1
"10556",14,2,1,2,55,0
"10557",3,4,1,1,43,0
"10558",3,2,1,1,13,1
"10559",3,3,2,1,9,0
"10560",3,2,2,1,0,0
"10561",3,2,3,1,8,0
"10562",3,9,2,2,15,1
"10563",3,4,1,2,24,1
"10564",3,3,1,2,24,0
"10565",3,3,1,2,65,0
"10566",3,2,2,1,12,0
"10567",3,3,2,2,14,1
"10568",3,6,3,2,18,1
"10569",3,2,3,2,0,0
"10570",3,2,1,1,3,0
"10571",3,3,1,1,17,1
"10572",3,7,3,2,41,0
"10573",3,3,2,2,24,1
"10574",3,3,2,1,26,2
"10575",3,7,4,1,44,2
"10576",3,3,3,2,19,2
"10578",3,2,2,1,39,0
"10581",3,3,2,2,40,0
"10582",3,6,3,1,24,2
"10583",3,7,2,2,34,1
"10584",3,5,2,1,33,2
"10585",3,4,2,1,65,2
"10586",9,9,3,2,26,0
"10587",9,5,2,2,26,0
"10588",9,3,3,1,24,2
"10589",9,4,3,2,52,0
"10590",9,8,4,2,34,0
"10591",9,4,1,1,6,0
"10592",9,7,4,2,39,2
"10593",9,2,3,2,35,0
"10594",9,14,4,2,31,3
"10595",9,4,3,1,15,1
"10596",9,6,4,2,24,0
"10597",9,7,4,2,27,2
"10598",9,4,2,2,24,1
"10599",9,4,3,2,24,1
"10600",9,5,5,2,44,2
"10601",9,4,3,2,25,2
"10602",9,4,5,2,15,1
"10603",9,7,3,2,33,0
"10605",9,5,5,1,5,0
"10606",9,2,3,2,18,1
"10607",9,8,4,2,47,0
"10608",9,4,3,2,35,0
"10609",9,13,4,2,47,0
"10610",9,8,2,1,48,0
"10611",9,3,3,2,28,0
"10612",9,10,4,2,51,1
"10613",9,10,4,2,33,0
"10615",9,7,3,2,31,1
"10616",4,6,1,2,28,0
"10617",4,4,1,1,80,0
"10618",4,7,1,2,32,1
"10619",4,4,1,2,56,0
"10620",4,3,2,1,35,0
"10622",4,6,1,2,38,0
"10624",4,5,1,2,31,0
"10625",4,7,1,2,28,0
"10626",4,2,2,2,65,0
"10627",4,6,1,2,28,0
"10628",4,4,1,2,40,0
"10629",4,4,1,2,45,0
"10630",4,4,2,1,18,1
"10631",4,4,3,2,47,0
"10632",4,2,1,2,5,0
"10633",4,2,1,2,69,0
"10634",4,4,1,2,48,0
"10635",4,3,1,2,18,1
"10636",4,7,1,2,25,0
"10637",4,3,2,2,48,0
"10638",4,5,1,1,48,0
"10639",4,4,1,2,43,0
"10640",4,3,1,1,72,0
"10642",4,4,1,2,30,0
"10643",4,2,1,1,13,0
"10644",4,4,2,2,22,0
"10646",1,3,3,2,28,2
"10647",1,7,4,2,25,0
"10648",1,6,4,1,47,2
"10649",1,4,4,2,39,0
"10650",1,4,4,2,26,0
"10651",1,4,4,1,38,3
"10652",1,5,3,2,4,0
"10653",1,6,4,2,30,2
"10654",1,5,5,2,26,1
"10655",1,3,3,2,17,2
"10656",1,3,4,1,15,2
"10657",1,4,4,2,17,2
"10658",1,3,5,2,22,2
"10660",1,5,4,2,26,0
"10661",1,4,4,1,35,2
"10663",1,2,3,2,20,2
"10664",1,4,4,2,30,2
"10665",1,3,3,1,7,0
"10666",1,4,4,2,21,2
"10667",1,2,4,2,54,0
"10668",1,2,4,1,4,0
"10670",1,4,3,2,7,0
"10671",1,2,4,1,4,0
"10672",1,4,5,1,11,0
"10673",1,3,4,2,25,2
"10674",7,22,1,2,42,0
"10675",7,6,1,1,36,2
"10676",7,4,2,2,28,1
"10677",7,7,1,2,32,0
"10678",7,2,2,2,38,2
"10679",7,6,2,2,38,1
"10680",7,9,1,1,42,2
"10681",7,5,1,1,60,0
"10682",7,5,2,1,50,0
"10683",7,8,2,1,41,1
"10684",7,5,3,2,11,1
"10685",7,4,1,1,15,1
"10686",7,15,3,2,40,0
"10687",7,6,3,1,39,2
"10688",7,7,2,2,50,0
"10689",7,7,1,1,42,2
"10690",7,7,2,2,60,0
"10691",7,7,1,1,42,2
"10692",7,5,2,1,39,2
"10693",7,7,2,2,34,0
"10694",7,3,1,2,18,1
"10695",7,8,1,1,15,1
"10696",7,12,1,1,52,0
"10697",7,11,1,2,56,0
"10698",7,9,1,1,25,2
"10699",7,6,1,2,29,2
"10700",7,6,1,1,41,1
"10701",7,5,3,2,42,0
"10702",7,14,2,1,44,9
"10703",7,4,2,1,50,2
"10704",10,5,1,2,38,0
"10705",10,7,2,2,30,1
"10706",10,6,3,1,24,2
"10707",10,3,3,2,20,0
"10708",10,9,1,2,29,1
"10709",10,2,2,1,13,1
"10710",10,4,2,2,25,1
"10711",10,6,2,2,61,0
"10713",10,2,2,1,11,1
"10714",10,5,3,1,13,0
"10715",10,6,2,2,30,0
"10716",10,8,3,2,32,1
"10718",10,2,3,1,33,2
"10719",10,8,2,2,35,0
"10720",10,6,1,2,28,0
"10721",10,6,2,1,54,2
"10722",10,9,2,2,30,1
"10723",10,2,2,2,65,0
"10724",10,7,2,2,22,1
"10725",10,6,1,2,24,0
"10726",10,11,3,2,33,0
"10727",10,3,3,2,28,1
"10728",10,8,2,2,42,0
"10729",10,22,3,2,72,0
"10730",10,4,1,2,75,0
"10732",6,3,1,2,64,0
"10733",6,2,1,2,31,1
"10734",6,5,2,1,55,0
"10735",6,6,3,1,30,0
"10736",6,7,1,2,47,0
"10737",6,7,2,2,50,2
"10738",6,3,3,2,28,0
"10739",6,6,1,1,45,2
"10741",6,2,1,2,0,0
"10742",6,2,2,1,14,1
"10744",6,9,1,1,8,0
"10745",6,8,2,2,58,0
"10746",6,3,1,2,26,0
"10747",6,3,1,1,65,2
"10748",6,3,2,2,32,2
"10749",6,5,1,2,26,0
"10750",6,5,2,2,32,0
"10751",6,4,1,1,44,0
"10752",6,3,1,2,41,0
"10753",6,2,1,1,13,1
"10754",6,4,1,2,26,2
"10755",6,7,1,2,42,1
"10756",6,7,1,2,28,2
"10757",11,3,4,2,26,2
"10758",11,2,4,1,12,0
"10760",11,6,4,2,46,0
"10761",11,4,5,1,50,0
"10762",11,5,5,1,40,0
"10763",11,7,5,2,20,1
"10764",11,9,5,2,35,0
"10765",11,6,3,1,29,1
"10767",11,5,3,1,18,2
"10768",11,4,5,2,89,0
"10769",11,5,4,1,32,2
"10770",11,5,4,1,57,0
"10771",11,3,4,1,25,2
"10772",11,5,4,2,80,0
"10773",11,8,5,2,29,1
"10774",11,9,5,1,42,0
"10775",11,2,5,2,21,1
"10776",11,7,4,1,19,2
"10777",11,4,5,2,34,0
"10778",11,9,5,2,40,2
"10779",11,4,4,2,22,1
"10780",11,7,5,2,38,2
"10781",11,7,5,2,40,2
"10782",11,7,3,1,13,1
"10783",11,5,5,1,25,2
"10784",11,9,4,2,52,0
"10785",11,9,4,2,35,1
"10786",11,5,4,1,32,1
"10789",4,6,1,2,30,0
"10790",4,5,1,2,35,0
"10791",4,8,1,2,39,0
"10793",4,4,1,2,24,0
"10794",4,2,1,2,4,0
"10795",4,2,1,2,1,0
"10797",4,4,1,1,56,0
"10799",4,2,1,2,67,0
"10800",4,5,1,2,42,0
"10802",4,5,1,2,22,0
"10803",4,6,1,2,34,0
"10804",4,2,3,2,27,1
"10805",4,3,1,2,36,2
"10806",4,3,1,2,5,0
"10807",4,12,1,2,30,0
"10808",4,5,1,2,48,0
"10809",4,3,1,2,33,0
"10810",4,3,1,2,35,0
"10812",4,5,1,2,52,0
"10814",4,4,1,2,27,0
"10815",12,4,3,2,11,1
"10816",12,8,3,1,60,2
"10817",12,3,2,2,4,0
"10818",12,3,2,1,49,0
"10819",12,4,3,2,28,0
"10820",12,3,2,2,16,0
"10821",12,4,1,1,8,0
"10822",12,6,1,2,35,1
"10823",12,6,3,2,72,0
"10824",12,3,2,2,25,0
"10825",12,4,2,2,45,1
"10826",12,2,1,1,62,0
"10827",12,9,2,1,41,0
"10829",12,4,2,1,35,0
"10831",12,3,2,2,43,0
"10832",12,6,2,2,42,0
"10833",12,2,2,2,61,0
"10834",12,6,1,1,46,3
"10835",12,5,3,1,10,1
"10836",12,6,1,1,28,2
"10837",12,4,3,2,7,0
"10839",12,8,1,2,38,0
"10840",12,4,2,2,19,1
"10841",15,3,1,1,11,1
"10842",15,5,1,2,40,0
"10843",15,4,1,2,12,1
"10844",15,5,2,2,88,0
"10845",15,4,1,2,53,0
"10846",15,5,1,1,55,1
"10847",15,5,1,2,51,0
"10848",15,7,1,1,38,2
"10849",15,12,1,2,25,1
"10850",15,8,3,2,79,0
"10851",15,4,1,1,51,2
"10852",15,6,1,2,24,1
"10853",15,5,1,2,43,1
"10854",15,5,2,2,28,1
"10855",15,12,1,2,38,1
"10856",15,2,1,2,14,1
"10857",15,3,1,2,35,1
"10858",15,4,1,2,52,1
"10859",15,4,1,2,41,1
"10860",15,4,1,1,28,2
"10861",15,4,1,2,60,0
"10862",15,7,1,2,46,0
"10863",15,7,1,1,8,0
"10864",15,5,2,1,49,2
"10865",15,8,1,2,50,0
"10866",15,6,1,2,15,1
"10868",15,4,1,2,10,1
"10869",15,3,1,2,22,0
"10870",15,6,1,1,54,2
"10871",12,5,3,2,30,0
"10872",12,5,3,2,60,0
"10873",12,7,3,2,38,0
"10874",12,4,1,2,40,0
"10875",12,4,3,2,51,0
"10876",12,4,1,2,30,0
"10877",12,6,2,2,53,0
"10878",12,2,1,2,6,0
"10879",12,3,2,1,59,2
"10880",12,4,2,2,30,0
"10881",12,7,3,2,43,1
"10883",12,9,2,1,97,0
"10884",12,2,1,1,70,0
"10885",12,10,3,2,49,1
"10886",12,3,2,2,70,0
"10887",12,6,3,2,48,0
"10888",12,3,3,2,65,0
"10889",12,6,1,2,27,0
"10890",12,7,1,1,21,1
"10891",12,6,2,2,50,1
"10892",12,5,1,2,56,0
"10893",12,6,2,2,32,0
"10894",12,9,3,2,44,1
"10895",12,4,2,1,23,0
"10896",12,10,3,2,46,1
"10897",12,8,2,2,37,1
"10898",12,7,1,2,55,0
"10899",12,8,3,2,38,2
"10900",12,5,2,2,25,2
"10901",12,7,4,2,35,1
"10902",12,4,5,1,51,3
"10903",12,6,4,2,26,2
"10904",12,6,5,1,32,2
"10905",12,7,3,1,19,2
"10906",12,9,4,1,25,2
"10907",12,4,3,2,29,1
"10908",12,9,4,1,34,1
"10909",12,12,4,2,40,0
"10910",12,4,4,2,24,2
"10911",12,5,5,2,40,1
"10912",12,2,3,2,2,0
"10913",12,6,3,1,26,2
"10914",12,10,4,2,9,1
"10915",12,10,4,2,30,0
"10916",12,4,3,2,19,2
"10917",12,13,3,1,70,2
"10918",12,6,3,1,45,2
"10919",12,16,3,2,61,0
"10920",12,8,5,2,23,2
"10921",12,4,4,2,59,1
"10922",12,9,4,2,41,0
"10923",12,5,4,2,34,2
"10924",12,2,3,2,18,1
"10925",12,3,4,1,19,2
"10926",12,6,3,2,56,0
"10927",12,7,3,1,52,0
"10928",12,8,3,2,36,2
"10929",12,4,4,2,97,0
"10930",12,7,4,2,34,2
"10931",1,6,3,2,85,0
"10932",1,5,3,2,24,2
"10933",1,4,3,2,50,0
"10934",1,11,2,2,27,0
"10935",1,4,1,1,3,0
"10936",1,5,2,2,51,0
"10937",1,4,1,2,33,0
"10938",1,7,1,2,33,1
"10939",1,4,2,2,8,0
"10940",1,13,1,1,81,1
"10941",1,9,1,2,62,0
"10942",1,4,3,2,28,2
"10943",1,2,1,1,7,0
"10944",1,5,2,2,32,0
"10945",1,5,3,1,59,0
"10946",1,10,1,1,22,2
"10947",1,8,3,2,28,1
"10948",1,10,1,2,35,0
"10949",1,3,1,2,18,1
"10950",1,8,2,1,19,2
"10951",1,7,3,1,35,1
"10952",1,6,3,1,10,0
"10953",1,7,2,1,39,0
"10954",1,4,1,1,28,0
"10955",1,6,1,1,12,1
"10958",1,2,2,2,65,0
"10959",1,5,2,2,14,1
"10960",1,4,2,2,50,0
"10961",9,4,5,2,41,2
"10963",9,14,4,2,28,3
"10966",9,4,4,2,17,2
"10967",9,2,4,2,32,2
"10968",9,2,4,2,11,1
"10969",9,5,4,2,20,1
"10970",9,7,4,2,34,2
"10971",9,2,4,2,0,0
"10973",9,7,4,2,29,1
"10974",9,3,4,2,20,2
"10975",9,4,4,2,18,2
"10976",9,4,4,1,26,0
"10977",9,15,5,1,58,3
"10979",9,3,4,2,40,2
"10980",9,3,4,2,1,0
"10983",9,5,3,1,45,2
"10987",3,3,3,2,1,0
"10989",3,3,3,2,12,1
"10990",3,6,2,2,11,1
"10991",3,6,3,1,28,2
"10992",3,3,3,2,30,0
"10993",3,3,2,1,11,1
"10995",3,4,1,2,3,0
"10996",3,9,2,1,14,2
"10997",3,4,3,1,26,1
"10998",3,3,2,2,15,1
"11000",3,5,3,1,42,2
"11001",3,3,1,1,6,0
"11002",3,6,1,1,15,1
"11003",3,3,4,2,6,0
"11004",3,5,3,2,43,0
"11005",3,4,3,1,6,0
"11006",3,4,2,2,26,0
"11007",3,2,2,2,12,0
"11008",3,2,3,1,10,0
"11009",3,9,4,2,41,0
"11010",3,7,4,2,52,0
"11011",3,7,1,1,58,2
"11012",3,2,3,1,12,1
"11013",3,10,2,2,44,0
"11015",3,3,3,1,6,0
"11018",3,6,2,2,10,1
"11019",3,3,3,2,65,0
"11020",3,4,1,2,6,0
"11021",3,2,2,1,54,2
"11022",3,4,2,1,42,0
"11023",3,3,1,2,5,0
"11024",3,3,2,1,10,1
"11026",3,2,2,1,33,2
"11027",3,7,2,1,14,0
"11028",3,2,3,1,50,2
"11029",3,3,1,2,54,0
"11030",3,4,1,2,21,1
"11031",3,7,1,1,49,0
"11033",3,3,3,1,65,0
"11034",3,4,3,2,24,1
"11035",3,14,5,2,51,2
"11038",3,4,1,1,60,2
"11039",3,2,2,1,37,0
"11040",3,3,1,2,20,2
"11041",3,3,2,2,31,2
"11042",3,2,2,1,30,0
"11043",3,3,1,1,42,0
"11045",2,8,2,1,57,0
"11046",2,3,1,1,6,0
"11047",2,7,1,2,60,0
"11048",2,4,1,1,44,0
"11049",2,2,1,1,42,0
"11050",2,4,3,1,37,2
"11051",2,7,3,1,41,2
"11052",2,12,1,1,51,0
"11053",2,3,3,2,29,1
"11054",2,8,2,2,16,1
"11055",2,5,1,1,33,0
"11056",2,11,2,2,48,0
"11057",2,3,2,1,24,2
"11058",2,2,1,1,35,2
"11059",2,4,1,1,45,0
"11060",2,6,2,2,52,0
