"","location","size","wealth","gender","age","education"
"33744",11,8,4,1,15,1
"33745",11,6,5,2,6,0
"33746",11,4,5,2,18,2
"33747",11,6,4,1,12,1
"33748",11,5,4,1,1,0
"33749",11,5,4,1,8,1
"33750",11,6,4,2,20,1
"33752",11,8,5,2,0,0
"33753",11,7,5,1,32,3
"33757",11,4,4,2,2,0
"33759",11,10,5,1,14,2
"33760",11,5,5,2,9,1
"33762",11,8,5,1,21,2
"33763",11,10,4,2,16,2
"33766",11,4,5,1,7,1
"33767",11,5,4,1,11,2
"33769",11,11,5,1,20,2
"33770",11,6,4,1,38,2
"33776",11,5,3,1,8,0
"33779",8,4,4,1,25,3
"33781",8,4,4,1,7,1
"33782",8,6,4,1,25,2
"33786",8,4,4,1,7,1
"33788",8,10,4,2,18,2
"33794",8,4,4,2,7,0
"33796",8,7,3,1,7,0
"33798",8,6,4,1,13,1
"33801",8,6,5,2,13,1
"33802",8,5,5,1,6,0
"33803",8,5,3,2,1,0
"33808",1,6,4,2,7,0
"33810",1,4,3,2,2,0
"33812",1,4,4,2,5,0
"33813",1,7,3,1,2,0
"33814",1,9,4,1,19,2
"33816",1,7,4,1,11,1
"33819",1,8,4,2,9,0
"33821",1,6,3,2,7,0
"33823",1,8,5,1,17,2
"33824",1,5,4,2,4,0
"33826",1,8,4,2,16,2
"33827",1,10,3,1,29,2
"33828",1,10,3,1,2,0
"33829",1,6,4,2,3,0
"33830",1,8,3,1,16,1
"33831",1,12,3,2,15,2
"33832",1,10,4,2,50,0
"33833",1,7,4,2,13,2
"33835",1,8,3,1,10,0
"33836",1,7,3,1,12,1
"33838",11,5,3,1,3,0
"33839",11,8,4,2,7,0
"33841",11,6,3,1,70,0
"33843",11,17,3,1,24,2
"33844",11,5,3,1,3,0
"33845",11,7,3,1,30,2
"33847",11,6,3,1,15,0
"33849",11,8,3,2,17,2
"33851",11,5,4,1,1,0
"33852",11,4,4,1,20,2
"33854",11,4,3,2,1,0
"33855",11,9,3,2,6,0
"33856",11,9,3,1,7,0
"33858",11,6,3,1,11,0
"33859",11,5,3,1,0,0
"33860",11,7,4,1,6,0
"33861",11,4,3,2,10,1
"33862",11,8,4,2,15,1
"33864",11,8,3,1,6,0
"33865",11,6,2,2,2,0
"33866",11,5,4,2,22,2
"33867",11,4,3,2,3,0
"33868",4,6,1,2,7,0
"33869",4,4,1,1,2,0
"33872",4,6,2,2,4,0
"33873",4,9,1,2,10,0
"33874",4,6,1,1,6,0
"33875",4,4,1,2,5,9
"33877",4,4,1,1,9,0
"33878",4,8,1,2,45,0
"33879",4,8,2,1,10,0
"33880",4,4,2,1,9,0
"33881",4,6,1,1,12,0
"33882",4,5,1,1,5,0
"33883",4,6,1,2,9,0
"33885",4,5,1,1,5,0
"33886",4,7,1,2,11,0
"33887",4,8,3,2,7,0
"33888",4,8,1,2,9,0
"33889",4,6,1,2,10,0
"33890",4,6,1,1,7,0
"33891",4,7,1,2,6,0
"33894",4,9,1,1,25,2
"33895",4,4,1,1,3,0
"33896",4,5,1,1,6,0
"33897",4,7,2,1,10,0
"33899",5,6,1,2,6,0
"33900",5,9,1,2,12,0
"33902",5,6,1,1,12,1
"33903",5,5,3,2,28,0
"33906",5,4,1,2,3,0
"33907",5,4,1,2,0,0
"33914",5,6,2,1,40,0
"33918",5,4,2,1,2,0
"33919",5,6,2,1,7,0
"33920",5,4,1,1,0,0
"33922",5,6,2,1,2,0
"33928",8,8,2,2,4,0
"33929",8,8,2,1,11,1
"33931",8,5,2,2,8,0
"33932",8,4,3,2,0,0
"33933",8,4,1,1,2,0
"33936",8,5,2,1,25,0
"33937",8,6,1,2,3,0
"33938",8,9,2,2,50,0
"33939",8,6,2,2,12,1
"33940",8,7,1,1,11,1
"33941",8,6,1,2,6,0
"33943",8,5,2,2,3,0
"33944",8,5,3,2,7,0
"33945",8,7,2,2,3,0
"33946",8,6,1,1,2,0
"33947",8,6,1,2,1,0
"33948",8,6,2,2,9,9
"33949",8,10,3,1,7,1
"33950",8,6,2,1,6,0
"33951",8,5,3,2,0,0
"33953",8,5,3,1,15,0
"33954",8,6,1,2,17,2
"33956",8,4,2,1,5,0
"33957",8,4,1,1,0,0
"33958",3,9,2,1,10,1
"33959",3,5,1,2,64,0
"33960",3,5,1,2,3,0
"33961",3,5,2,1,0,0
"33962",3,10,1,2,25,0
"33963",3,11,2,2,29,0
"33964",3,5,1,1,16,1
"33965",3,6,1,1,3,0
"33966",3,4,1,2,0,0
"33967",3,5,1,1,11,1
"33968",3,4,1,1,4,0
"33969",3,4,1,1,31,2
"33970",3,6,1,1,14,1
"33971",3,9,1,2,23,1
"33972",3,12,2,1,8,0
"33973",3,4,1,1,63,0
"33975",3,11,2,1,6,0
"33976",3,4,1,2,10,0
"33977",3,7,3,2,11,1
"33978",3,7,1,1,19,2
"33979",3,7,1,1,12,1
"33980",3,8,1,2,16,1
"33982",3,5,1,2,9,0
"33983",3,6,1,1,10,9
"33986",3,11,2,1,16,1
"33987",3,4,1,2,0,0
"33988",5,8,4,1,15,2
"33989",5,5,4,2,8,0
"33991",5,5,3,1,3,0
"33992",5,6,4,2,10,0
"33995",5,8,4,1,16,2
"33996",5,5,4,1,6,0
"33997",5,11,2,1,13,1
"33998",5,5,4,2,6,0
"33999",5,8,5,2,9,1
"34000",5,9,3,1,12,1
"34001",5,8,2,2,7,0
"34003",5,8,2,1,3,0
"34004",5,5,4,2,8,0
"34006",5,6,2,1,12,0
"34007",5,5,2,1,5,0
"34011",5,9,3,2,10,1
"34013",5,4,5,1,10,1
"34014",5,4,3,1,7,0
"34015",5,9,1,1,21,0
"34017",5,8,3,1,26,2
"34018",3,6,1,2,11,0
"34020",3,7,1,1,12,1
"34023",3,5,1,1,9,1
"34024",3,4,2,2,7,0
"34025",3,4,2,2,4,0
"34027",3,4,1,1,6,0
"34028",3,7,1,1,10,0
"34030",3,6,1,2,7,0
"34031",3,9,1,2,20,1
"34032",3,7,2,2,6,0
"34038",3,6,2,2,9,0
"34039",3,4,2,1,38,2
"34040",3,4,1,1,2,0
"34044",3,4,1,1,7,0
"34046",3,6,1,1,8,0
"34048",4,6,3,1,12,0
"34051",4,10,3,1,10,0
"34053",4,6,4,1,24,2
"34054",4,7,3,1,5,0
"34056",4,4,3,1,12,0
"34059",4,5,3,1,16,1
"34060",4,6,4,1,22,2
"34062",4,4,3,1,1,0
"34064",4,4,4,1,1,0
"34067",4,5,3,1,0,0
"34068",4,6,3,2,4,0
"34070",4,7,3,2,12,0
"34071",4,5,3,2,10,0
"34072",4,5,3,2,9,0
"34074",4,6,3,2,12,1
"34075",4,5,3,2,16,1
"34076",4,5,3,2,4,0
"34077",4,7,4,1,6,0
"34079",11,9,5,2,22,3
"34080",11,5,5,1,20,2
"34083",11,5,5,2,10,1
"34084",11,12,5,1,22,3
"34085",11,6,5,1,15,1
"34086",11,10,5,1,23,2
"34088",11,5,5,2,6,0
"34089",11,8,5,1,18,2
"34091",11,4,5,2,8,1
"34092",11,13,5,2,43,2
"34093",11,8,5,1,17,2
"34094",11,6,5,2,10,1
"34096",11,5,5,1,11,1
"34098",11,5,5,1,12,1
"34099",11,6,5,1,15,1
"34102",11,6,5,2,14,2
"34108",5,9,3,1,14,0
"34114",5,5,3,1,4,0
"34115",5,4,2,2,2,0
"34116",5,15,2,2,17,2
"34117",5,11,3,2,1,0
"34118",5,21,3,1,12,1
"34119",5,10,2,1,0,0
"34120",5,7,2,2,53,0
"34121",5,7,1,2,4,0
"34122",5,4,2,1,11,0
"34123",5,9,2,2,64,0
"34124",5,5,2,1,15,2
"34125",5,8,1,1,4,0
"34127",5,7,2,1,4,0
"34130",5,6,2,2,10,0
"34132",5,4,2,1,3,0
"34133",5,5,1,2,4,0
"34134",5,6,2,1,0,0
"34135",5,8,2,2,9,0
"34137",5,4,1,2,5,0
"34139",12,4,2,1,0,0
"34140",12,10,3,1,9,1
"34141",12,8,3,2,16,1
"34142",12,4,1,1,4,0
"34143",12,4,2,1,16,1
"34144",12,5,2,1,1,0
"34145",12,4,1,1,13,0
"34147",12,8,1,1,15,1
"34148",12,9,2,1,15,1
"34149",12,7,3,1,18,1
"34150",12,13,2,1,12,1
"34151",12,4,2,1,20,1
"34152",12,4,2,2,10,0
"34153",12,8,3,2,33,0
"34154",12,12,3,2,1,0
"34155",12,14,2,2,24,2
"34156",12,4,2,2,0,0
"34157",12,6,3,2,9,0
"34158",12,10,2,2,21,2
"34159",12,6,2,1,16,1
"34161",12,4,2,1,12,1
"34162",12,7,2,2,12,0
"34163",12,12,2,1,7,0
"34164",12,6,2,2,22,1
"34165",12,8,2,1,12,1
"34166",12,7,3,2,17,1
"34167",11,9,5,1,23,3
"34170",11,7,4,2,12,1
"34171",11,7,5,1,7,1
"34172",11,6,5,1,23,2
"34174",11,6,5,2,10,1
"34177",11,9,5,2,24,2
"34178",11,8,4,1,10,0
"34179",11,4,5,1,1,0
"34180",11,9,5,1,20,1
"34181",11,7,5,2,17,2
"34183",11,16,4,1,29,2
"34184",11,4,5,2,7,0
"34185",11,8,5,2,17,2
"34186",11,8,5,2,13,1
"34188",11,4,4,1,1,0
"34189",11,7,4,2,10,1
"34190",11,5,5,2,6,0
"34191",11,6,4,1,16,2
"34193",11,4,5,1,16,2
"34195",2,6,2,2,5,0
"34196",2,6,2,2,5,0
"34197",2,7,2,2,6,0
"34198",2,4,2,1,1,0
"34199",2,7,4,1,9,0
"34203",2,4,2,1,7,1
"34204",2,5,4,2,10,0
"34205",2,7,1,1,4,0
"34206",2,8,2,1,10,1
"34207",2,6,2,1,10,0
"34208",2,4,2,1,3,0
"34209",2,5,2,1,7,0
"34210",2,6,2,1,12,1
"34212",2,4,2,1,2,0
"34214",2,7,2,2,3,0
"34215",2,6,3,2,10,0
"34217",2,5,3,2,12,1
"34218",2,4,2,1,13,1
"34219",2,5,2,1,7,1
"34220",2,7,2,1,14,2
"34222",2,11,5,1,9,1
"34223",2,6,3,1,11,0
"34227",5,6,3,2,4,0
"34228",5,6,4,1,9,0
"34230",5,5,3,1,14,1
"34234",5,5,4,1,17,1
"34235",5,5,4,1,10,0
"34239",5,8,2,1,15,1
"34247",5,4,4,1,3,0
"34248",5,4,4,1,1,0
"34249",5,9,5,1,16,2
"34250",5,4,3,2,8,0
"34251",5,6,3,2,9,0
"34253",5,5,3,1,6,0
"34257",12,9,3,2,26,2
"34258",12,12,4,2,2,0
"34260",12,4,4,1,17,2
"34263",12,9,4,1,15,1
"34265",12,9,3,1,11,1
"34267",12,6,4,1,18,1
"34268",12,10,4,2,25,2
"34270",12,6,3,1,5,0
"34271",12,4,3,1,6,0
"34272",12,5,5,2,7,0
"34273",12,10,5,1,12,1
"34274",12,10,4,2,43,0
"34275",12,7,3,1,8,1
"34276",12,4,4,2,1,0
"34277",12,5,4,1,2,0
"34278",12,7,4,2,10,1
"34280",12,4,4,1,1,0
"34281",12,13,4,2,13,1
"34282",12,7,3,1,14,0
"34283",12,6,3,1,0,0
"34286",6,4,2,1,0,0
"34288",6,8,2,1,6,1
"34289",6,9,1,1,13,1
"34295",6,5,1,1,4,0
"34297",6,5,1,2,3,0
"34299",6,7,1,1,9,0
"34302",6,7,2,2,4,0
"34303",6,8,2,1,11,0
"34305",6,10,3,1,40,0
"34309",6,4,4,1,18,2
"34313",6,5,1,2,2,0
"34315",6,6,1,2,65,0
"34317",6,6,1,2,7,0
"34320",6,6,2,2,9,1
"34323",6,6,2,1,7,0
"34324",6,5,2,1,3,0
"34325",6,7,2,2,50,0
"34327",6,6,2,1,6,0
"34331",6,4,1,1,1,0
"34332",6,4,1,1,0,0
"34333",6,4,2,1,7,0
"34334",6,5,3,1,9,1
"34335",6,4,3,1,22,2
"34336",6,9,3,1,13,1
"34338",6,4,3,1,3,0
"34339",6,4,2,1,12,1
"34343",6,9,2,2,11,1
"34344",6,4,2,2,5,0
"34345",8,4,1,1,3,0
"34346",8,6,1,2,3,0
"34347",8,5,1,1,4,0
"34348",8,5,1,2,12,1
"34349",8,7,1,1,8,0
"34350",8,5,2,2,5,0
"34351",8,5,2,2,8,1
"34352",8,4,1,2,0,0
"34353",8,5,2,2,6,0
"34355",8,5,1,1,9,0
"34356",8,4,3,2,3,0
"34357",8,7,1,1,7,0
"34358",8,8,2,1,7,0
"34360",8,4,2,2,20,1
"34361",8,4,3,2,7,0
"34362",8,7,3,1,11,1
"34363",8,8,2,1,9,1
"34365",8,5,2,1,10,1
"34366",8,5,1,1,4,0
"34367",8,10,2,2,35,0
"34369",8,10,2,1,20,1
"34371",8,5,3,1,14,1
"34375",2,6,1,1,8,0
"34376",2,6,1,1,11,0
"34377",2,4,1,1,18,1
"34380",2,7,3,1,19,2
"34381",2,6,2,2,14,1
"34382",2,6,3,2,1,0
"34383",2,4,1,2,3,0
"34385",2,6,1,1,4,0
"34387",2,5,3,1,10,1
"34388",2,6,3,1,6,0
"34390",2,5,2,2,3,0
"34391",2,6,2,2,6,0
"34392",2,7,2,2,5,0
"34394",2,6,1,2,10,1
"34395",2,6,3,2,8,0
"34396",2,4,1,2,1,0
"34397",2,4,2,1,2,0
"34401",2,6,3,1,14,1
"34403",6,11,1,2,18,1
"34404",6,6,1,2,8,0
"34405",6,6,2,2,10,1
"34406",6,8,2,1,25,1
"34408",6,6,2,2,10,1
"34411",6,15,1,1,22,0
"34412",6,7,2,2,12,1
"34414",6,7,3,1,8,0
"34415",6,10,3,2,13,1
"34416",6,7,2,2,38,0
"34417",6,9,1,1,5,0
"34419",6,5,2,1,41,1
"34420",6,5,3,1,7,0
"34422",6,4,1,1,1,0
"34423",6,5,1,2,2,0
"34424",6,9,3,2,28,0
"34425",6,11,3,1,27,2
"34427",6,6,2,1,7,0
"34428",6,11,1,2,25,0
"34429",6,5,2,2,6,0
"34430",6,8,2,1,15,1
"34434",14,7,1,2,13,0
"34435",14,8,2,2,6,0
"34437",14,4,2,1,5,0
"34438",14,4,1,2,3,0
"34439",14,5,2,1,4,0
"34441",14,5,1,1,30,1
"34443",14,5,2,2,4,0
"34444",14,5,1,1,3,0
"34445",14,6,1,1,2,0
"34446",14,5,1,2,4,0
"34449",14,5,1,1,2,0
"34450",14,5,3,1,3,0
"34451",14,11,1,2,3,0
"34452",14,6,2,1,9,0
"34453",14,4,1,2,4,0
"34454",14,7,1,2,17,0
"34455",14,9,1,1,2,0
"34456",4,7,4,2,13,1
"34457",4,8,4,1,11,1
"34459",4,4,4,2,4,0
"34460",4,6,4,2,9,1
"34462",4,7,3,2,5,1
"34464",4,11,5,2,12,1
"34465",4,10,3,1,20,2
"34468",4,5,4,2,2,0
"34469",4,12,4,2,23,2
"34472",4,5,4,2,10,1
"34473",4,6,4,1,9,1
"34474",4,7,5,1,12,1
"34479",4,5,4,1,4,0
"34480",4,7,5,2,14,2
"34482",4,9,4,2,18,2
"34486",13,4,1,1,6,0
"34488",13,6,1,2,12,0
"34489",13,6,1,2,6,0
"34495",13,7,1,1,5,0
"34496",13,7,1,1,8,0
"34500",13,4,1,1,12,0
"34503",13,7,1,1,7,0
"34506",13,4,1,1,6,0
"34507",13,4,1,2,6,0
"34508",13,6,1,1,6,0
"34510",13,6,1,2,6,0
"34511",13,5,1,1,2,0
"34512",6,4,2,2,1,0
"34515",6,5,1,2,6,0
"34516",6,7,2,1,13,1
"34517",6,7,3,2,5,0
"34518",6,4,3,2,4,0
"34519",6,10,2,1,31,1
"34520",6,8,2,2,19,1
"34521",6,4,2,1,0,0
"34523",6,7,3,2,19,1
"34524",6,5,1,1,8,0
"34525",6,4,2,1,5,0
"34526",6,6,2,2,8,0
"34527",6,10,1,1,6,0
"34528",6,4,2,2,4,0
"34531",6,4,2,1,7,0
"34532",6,6,2,2,21,1
"34533",6,4,3,1,6,0
"34534",6,5,3,2,5,0
"34535",6,5,2,1,12,1
"34536",6,4,2,1,0,0
"34537",13,6,1,2,4,0
"34538",13,6,1,2,11,0
"34543",13,10,1,1,13,1
"34544",13,7,2,2,17,1
"34545",13,7,1,2,5,0
"34546",13,6,1,1,20,2
"34547",13,5,1,1,10,0
"34548",13,12,1,1,16,1
"34549",13,13,1,2,9,1
"34550",13,6,1,1,8,0
"34551",13,10,1,1,14,1
"34553",13,5,1,1,7,0
"34554",13,5,1,2,5,0
"34555",13,7,1,1,6,0
"34556",13,6,1,1,15,1
"34557",13,5,1,1,16,1
"34558",13,6,2,2,9,0
"34559",13,5,1,2,0,0
"34561",13,6,1,2,7,0
"34562",13,7,1,1,5,0
"34563",13,10,1,2,7,0
"34564",13,5,1,1,4,0
"34565",13,4,1,2,0,0
"34569",11,6,5,1,16,2
"34570",11,10,5,2,7,0
"34571",11,12,4,1,12,1
"34572",11,22,5,2,20,2
"34575",11,7,4,1,13,1
"34576",11,8,4,2,11,1
"34577",11,10,3,2,18,1
"34578",11,11,4,2,12,0
"34579",11,9,5,1,20,2
"34581",11,7,5,2,26,3
"34583",11,6,5,1,27,3
"34585",11,11,5,2,18,2
"34586",11,4,5,1,15,1
"34587",11,7,5,2,7,1
"34588",11,12,5,1,21,2
"34589",11,11,4,2,21,2
"34590",11,6,5,1,12,1
"34591",11,8,5,1,24,2
"34592",11,6,4,1,14,1
"34593",11,13,5,1,19,2
"34594",11,5,5,1,7,0
"34595",11,5,5,2,4,0
"34596",11,4,4,1,0,0
"34598",5,5,1,2,15,1
"34599",5,6,1,2,19,2
"34601",5,7,1,1,7,0
"34602",5,4,1,2,16,1
"34603",5,6,1,1,14,2
"34604",5,6,1,1,9,1
"34607",5,6,1,2,4,0
"34611",5,4,1,1,20,1
"34612",5,5,2,2,14,0
"34614",5,6,1,1,8,0
"34615",5,4,1,1,27,2
"34616",5,7,1,1,9,0
"34617",5,5,1,1,1,0
"34618",5,9,1,2,48,0
"34619",5,4,1,2,0,0
"34621",5,5,1,1,5,0
"34622",5,5,1,2,7,1
"34623",5,6,1,2,12,1
"34624",5,5,1,1,10,0
"34625",5,4,1,1,6,0
"34626",5,6,1,2,11,1
"34627",1,4,3,2,4,0
"34628",1,7,2,1,8,0
"34631",1,4,1,2,11,1
"34633",1,5,2,1,12,1
"34635",1,4,1,2,1,0
"34636",1,7,1,1,3,0
"34637",1,4,2,1,3,0
"34638",1,5,1,1,20,1
"34639",1,7,1,1,18,2
"34640",1,8,2,1,9,0
"34641",1,9,2,1,57,0
"34642",1,5,1,1,4,0
"34643",1,7,1,1,10,0
"34644",1,5,1,2,10,0
"34646",1,4,1,2,1,0
"34647",1,4,1,1,0,0
"34648",1,4,1,2,11,1
"34649",1,10,1,2,8,0
"34651",1,9,1,1,10,1
"34652",1,4,1,1,6,0
"34654",8,8,2,2,7,0
"34655",8,5,1,2,8,0
"34656",8,5,1,2,8,0
"34657",8,6,1,2,10,1
"34659",8,6,2,2,0,0
"34660",8,10,3,1,9,1
"34661",8,5,1,2,10,0
"34662",8,8,2,2,17,2
"34663",8,5,2,2,12,1
"34664",8,4,2,2,70,0
"34666",8,9,2,2,8,0
"34668",8,6,3,2,13,1
"34670",8,6,1,1,2,0
"34671",8,9,3,1,18,1
"34672",8,6,4,2,14,1
"34673",8,7,3,1,6,0
"34674",8,5,3,2,3,0
"34675",8,6,1,1,22,0
"34678",8,7,2,1,16,2
"34679",8,6,3,2,5,9
"34680",8,5,1,1,20,2
"34681",8,9,3,2,35,0
"34682",8,7,1,1,7,0
"34683",8,6,2,1,26,2
"34684",8,6,1,1,23,2
"34686",11,8,2,2,2,0
"34687",11,5,3,1,2,0
"34688",11,5,3,2,20,1
"34689",11,5,1,1,7,0
"34690",11,6,1,1,16,1
"34691",11,8,1,1,22,0
"34692",11,6,3,2,9,0
"34693",11,6,3,2,13,1
"34694",11,7,4,2,10,0
"34696",11,6,1,1,18,2
"34697",11,19,3,2,17,1
"34698",11,7,3,1,32,0
"34699",11,4,3,1,0,0
"34700",11,10,3,1,22,2
"34701",11,6,1,1,4,0
"34702",11,6,3,1,6,0
"34703",11,8,4,1,73,0
"34704",11,6,3,2,5,0
"34705",11,11,3,2,13,1
"34706",11,4,3,2,14,1
"34707",11,9,2,2,7,0
"34708",11,6,1,2,8,0
"34709",11,5,1,2,9,0
"34710",11,5,1,1,7,0
"34711",11,9,4,1,7,0
"34712",11,6,3,2,6,0
"34713",11,10,3,2,21,1
"34714",11,8,1,2,16,1
"34715",9,8,4,2,13,1
"34716",9,10,3,2,15,1
"34717",9,9,3,2,7,0
"34718",9,7,5,2,11,1
"34719",9,11,2,1,39,1
"34720",9,13,4,2,18,1
"34721",9,5,3,1,3,0
"34722",9,6,4,2,4,0
"34723",9,7,4,1,23,2
"34724",9,6,3,1,15,1
"34725",9,5,4,1,29,0
"34726",9,4,3,1,0,0
"34727",9,4,3,2,2,0
"34728",9,5,2,2,0,0
"34729",9,6,2,1,18,2
"34731",9,7,3,1,16,1
"34733",9,4,2,1,45,2
"34734",9,6,2,2,10,0
"34736",9,8,3,2,22,1
"34737",9,7,3,1,8,0
"34738",9,5,3,1,6,0
"34739",9,6,5,2,1,0
"34740",9,6,3,1,27,2
"34742",9,8,4,1,9,0
"34743",9,13,2,2,19,2
"34744",9,8,4,1,15,1
"34745",13,4,1,1,7,0
"34746",13,5,1,1,4,0
"34747",13,4,1,1,6,0
"34748",13,6,1,2,8,0
"34749",13,6,2,1,10,1
"34750",13,7,1,1,4,0
"34751",13,10,2,2,5,1
"34754",13,7,1,1,4,0
"34755",13,5,1,1,0,0
"34756",13,9,1,2,9,1
"34757",13,4,1,2,6,0
"34758",13,4,2,2,4,0
"34759",13,6,2,2,6,0
"34760",13,6,1,2,4,0
"34761",13,5,1,2,9,1
"34762",13,10,1,1,31,0
"34763",13,11,2,2,15,1
"34765",13,5,1,1,4,0
"34767",13,8,1,2,5,0
"34768",13,4,1,1,47,1
"34769",13,5,1,2,0,0
"34770",13,7,1,1,12,1
"34772",13,6,1,1,16,1
"34773",13,5,1,2,6,0
"34776",7,4,2,2,12,1
"34777",7,4,1,1,13,1
"34778",7,8,2,1,18,2
"34779",7,4,3,2,9,9
"34780",7,4,1,2,9,0
"34781",7,5,1,1,6,0
"34782",7,9,1,2,16,1
"34783",7,6,3,2,4,0
"34784",7,8,2,1,18,1
"34785",7,7,4,1,25,2
"34786",7,9,1,1,14,1
"34787",7,5,5,1,18,2
"34788",7,6,1,2,13,1
"34789",7,8,1,2,14,1
"34790",7,5,3,1,3,0
"34791",7,8,5,2,14,1
"34793",7,6,1,1,24,1
"34794",7,6,3,2,10,0
"34795",7,19,4,1,18,2
"34796",7,4,1,2,7,0
"34797",7,4,2,1,5,0
"34798",7,4,2,1,20,2
"34799",7,7,2,1,20,2
"34800",7,6,2,1,30,1
"34802",9,4,3,1,12,2
"34806",9,7,2,1,4,0
"34807",9,7,3,2,20,0
"34809",9,4,2,1,0,0
"34810",9,6,1,1,0,0
"34811",9,4,2,1,6,0
"34812",9,5,3,1,2,0
"34813",9,4,2,1,0,0
"34814",9,7,2,2,5,0
"34816",9,5,2,1,6,0
"34817",9,9,2,2,15,1
"34819",9,8,2,2,75,0
"34820",9,8,3,2,10,1
"34822",9,4,2,1,22,0
"34823",9,4,1,2,6,0
"34825",9,4,3,2,2,0
"34830",9,6,3,1,11,0
"34831",9,4,2,2,4,0
"34832",2,5,2,1,10,1
"34833",2,7,1,1,28,1
"34835",2,7,1,1,60,0
"34837",2,5,2,2,2,0
"34839",2,4,1,1,11,0
"34840",2,5,1,1,4,0
"34841",2,4,1,1,4,0
"34842",2,4,1,1,9,0
"34843",2,4,1,1,0,0
"34844",2,6,1,1,9,0
"34848",2,5,1,1,7,0
"34852",2,5,1,2,3,0
"34854",2,4,1,2,15,1
"34855",2,4,1,1,0,0
"34857",2,7,1,2,4,0
"34858",2,9,1,1,2,0
"34859",2,5,2,1,6,0
"34862",11,5,4,2,5,0
"34864",11,8,5,2,16,2
"34865",11,4,5,2,3,0
"34866",11,12,5,2,18,2
"34867",11,8,5,1,21,2
"34868",11,15,4,1,36,2
"34869",11,4,5,2,35,2
"34870",11,8,4,1,13,1
"34872",11,5,4,1,13,1
"34875",11,4,5,1,11,1
"34876",11,6,3,2,12,1
"34877",11,9,5,2,28,3
"34878",11,4,5,2,7,0
"34879",11,5,4,2,15,2
"34881",11,4,5,2,11,1
"34882",11,10,5,2,28,2
"34883",11,7,4,2,27,2
"34884",11,6,4,2,16,1
"34885",11,4,5,2,10,1
"34887",11,5,4,1,12,1
"34891",11,7,5,1,10,1
"34892",2,7,2,2,14,1
"34895",2,6,1,1,7,0
"34897",2,4,1,2,4,0
"34898",2,9,3,2,25,0
"34899",2,5,2,2,0,0
"34900",2,8,1,1,3,0
"34901",2,6,2,2,0,0
"34902",2,5,1,1,8,0
"34905",2,5,1,1,8,0
"34906",2,9,1,1,4,0
"34907",2,9,2,1,73,0
"34915",2,8,2,1,12,1
"34916",2,4,2,1,6,0
"34921",2,5,2,1,4,0
"34923",2,7,4,1,12,1
"34925",2,9,3,1,14,1
"34926",2,6,2,2,22,1
"34927",2,6,3,2,8,0
"34928",2,4,3,1,1,0
"34929",2,6,2,1,5,0
"34930",2,5,2,2,8,0
"34931",2,4,3,1,5,0
"34932",2,10,2,1,21,1
"34933",2,6,1,2,8,0
"34936",2,5,3,1,5,0
"34937",2,8,4,1,16,1
"34939",2,5,2,1,5,0
"34940",2,6,4,1,9,0
"34941",2,9,3,1,7,0
"34942",2,5,2,1,6,0
"34943",2,5,1,2,0,0
"34946",2,4,4,1,13,1
"34947",2,5,3,1,5,1
"34948",3,6,5,2,0,0
"34949",3,6,1,1,9,0
"34951",3,6,2,2,4,0
"34952",3,4,5,2,2,0
"34953",3,8,4,1,13,1
"34954",3,5,5,2,18,1
"34955",3,7,2,2,9,1
"34956",3,6,3,1,5,0
"34957",3,4,2,1,8,0
"34958",3,10,3,2,23,2
"34960",3,4,3,2,18,2
"34962",3,7,3,2,44,1
"34963",3,14,1,2,20,1
"34965",3,4,4,1,1,0
"34966",3,5,3,2,3,0
"34967",3,5,3,2,3,0
"34968",3,5,4,1,9,1
"34971",3,5,5,2,7,0
"34972",3,4,3,1,28,2
"34973",3,4,4,2,1,0
"34974",3,11,3,2,15,1
"34975",3,5,4,1,6,0
"34977",11,20,5,1,27,0
"34978",11,12,5,2,54,0
"34983",11,8,5,1,8,1
"34984",11,7,4,2,16,1
"34985",11,14,5,2,17,1
"34986",11,5,5,2,3,0
"34987",11,14,5,2,27,2
"34990",11,4,5,1,6,0
"34991",11,9,5,2,21,2
"34993",11,5,5,1,13,2
"34994",11,5,5,1,30,2
"34996",11,5,5,1,30,3
"34997",11,6,5,1,20,2
"35000",11,9,5,2,15,1
"35001",11,5,5,1,9,0
"35002",11,9,5,2,24,2
"35003",11,7,4,1,12,0
"35005",11,5,5,2,4,0
"35007",8,4,3,1,7,0
"35009",8,7,4,2,15,2
"35011",8,4,2,1,6,0
"35012",8,4,3,2,1,0
"35014",8,7,3,1,12,1
"35016",8,5,3,2,13,1
"35018",8,4,3,1,1,0
"35019",8,4,4,2,2,0
"35020",8,7,4,1,12,1
"35022",8,7,4,2,55,0
"35023",8,6,3,1,20,2
"35026",8,6,4,2,9,1
"35027",8,4,4,1,22,2
"35030",8,5,3,2,6,0
"35031",8,4,2,1,2,0
"35032",8,6,5,1,18,0
"35033",8,5,4,1,16,2
"35034",8,6,3,2,11,1
"35035",8,6,5,1,20,2
"35036",4,8,1,1,14,0
"35037",4,4,1,1,32,0
"35041",4,9,2,1,8,0
"35042",4,4,1,2,1,0
"35043",4,5,2,2,5,0
"35046",4,4,1,1,0,0
"35047",4,6,1,1,11,0
"35048",4,6,2,2,4,0
"35049",4,4,1,1,1,0
"35050",4,4,2,1,9,0
"35054",4,4,1,1,4,0
"35059",4,4,2,2,4,0
"35060",4,6,2,1,11,0
